"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 17","16,025.59","15,639.95","16,064.68","15,619.23","3.48B","2.50%"
"Sep 17","15,634.94","15,194.73","15,692.03","14,953.90","3.87B","2.78%"
"Aug 17","15,211.87","15,192.12","15,324.56","14,918.57","3.37B","0.45%"
"Jul 17","15,143.87","15,217.37","15,319.22","14,915.78","3.06B","-0.25%"
"Jun 17","15,182.19","15,363.07","15,594.17","15,077.95","5.05B","-1.09%"
"May 17","15,349.91","15,601.65","15,700.55","15,164.73","4.79B","-1.52%"
"Apr 17","15,586.13","15,586.99","15,792.61","15,427.32","3.95B","0.25%"
"Mar 17","15,547.75","15,534.68","15,664.08","15,241.55","5.31B","0.96%"
"Feb 17","15,399.24","15,423.79","15,943.09","15,327.23","4.41B","0.09%"
"Jan 17","15,385.96","15,366.79","15,674.30","15,313.02","4.33B","0.64%"
"Dec 16","15,287.59","15,138.60","15,432.61","15,000.60","4.48B","1.36%"
"Nov 16","15,082.85","14,827.87","15,141.02","14,481.59","4.98B","2.00%"
"Oct 16","14,787.27","14,722.54","14,963.60","14,468.03","3.96B","0.42%"
"Sep 16","14,725.86","14,573.27","14,841.36","14,319.11","4.39B","0.88%"
"Aug 16","14,597.95","14,555.20","14,855.69","14,428.23","3.81B","0.10%"
"Jul 16","14,582.74","14,200.05","14,609.02","14,080.24","3.66B","3.68%"
"Jun 16","14,064.54","14,017.03","14,450.91","13,609.58","5.24B","-0.01%"
"May 16","14,065.78","13,963.92","14,172.35","13,535.54","4.74B","0.82%"
"Apr 16","13,951.45","13,404.58","13,972.62","13,217.17","4.95B","3.39%"
"Mar 16","13,494.36","12,896.32","13,685.45","12,857.97","6.12B","4.93%"
"Feb 16","12,860.35","12,766.15","12,984.72","11,985.68","5.55B","0.30%"
"Jan 16","12,822.13","12,920.64","12,954.89","11,531.22","5.13B","-1.44%"
"Dec 15","13,009.95","13,488.41","13,653.70","12,617.66","4.50B","-3.41%"
"Nov 15","13,469.83","13,530.95","13,790.07","13,030.46","4.01B","-0.44%"
"Oct 15","13,529.17","13,362.53","14,053.19","13,086.39","4.84B","1.67%"
"Sep 15","13,306.96","13,691.80","13,876.00","12,964.12","4.46B","-3.98%"
"Aug 15","13,859.12","14,465.83","14,622.35","12,705.17","4.21B","-4.21%"
"Jul 15","14,468.44","14,588.16","14,748.00","13,938.90","3.83B","-0.58%"
"Jun 15","14,553.33","15,040.88","15,182.22","14,482.16","3.73B","-3.07%"
"May 15","15,014.09","15,224.38","15,416.56","14,934.30","3.48B","-1.38%"
"Apr 15","15,224.52","14,925.16","15,524.75","14,878.53","3.77B","2.16%"
"Mar 15","14,902.44","15,240.93","15,283.72","14,606.19","4.48B","-2.18%"
"Feb 15","15,234.34","14,713.87","15,349.01","14,713.87","4.30B","3.82%"
"Jan 15","14,673.48","14,637.34","14,853.30","13,892.57","5.18B","0.28%"
"Dec 14","14,632.44","14,753.51","14,789.02","13,635.53","5.95B","-0.76%"
"Nov 14","14,744.70","14,632.15","15,184.36","14,327.02","4.01B","0.90%"
"Oct 14","14,613.32","14,958.50","14,958.50","13,646.79","4.61B","-2.32%"
"Sep 14","14,960.51","15,626.85","15,685.13","14,821.71","3.74B","-4.26%"
"Aug 14","15,625.73","15,330.77","15,653.38","15,056.11","2.73B","1.92%"
"Jul 14","15,330.74","15,146.01","15,527.30","15,021.05","3.32B","1.22%"
"Jun 14","15,146.01","14,604.19","15,146.01","14,604.19","3.40B","3.71%"
"May 14","14,604.16","14,651.87","14,765.15","14,473.78","2.99B","-0.33%"
"Apr 14","14,651.87","14,335.31","14,662.01","14,221.39","3.51B","2.21%"
"Mar 14","14,335.31","14,209.67","14,406.86","14,139.29","3.66B","0.88%"
"Feb 14","14,209.59","13,694.94","14,280.85","13,450.31","3.65B","3.76%"
"Jan 14","13,694.94","13,621.40","14,002.39","13,473.23","3.96B","0.54%"
"Dec 13","13,621.55","13,395.40","13,644.28","13,059.74","3.09B","1.69%"
"Nov 13","13,395.40","13,362.93","13,517.02","13,285.23","3.21B","0.26%"
"Oct 13","13,361.26","12,787.19","13,471.06","12,678.02","3.40B","4.49%"
"Sep 13","12,787.19","12,654.31","12,964.86","12,654.31","3.30B","1.05%"
"Aug 13","12,653.90","12,486.64","12,812.58","12,400.15","3.26B","1.34%"
"Jul 13","12,486.64","12,178.05","12,772.06","12,055.63","3.36B","2.95%"
"Jun 13","12,129.11","12,661.22","12,681.22","11,759.04","3.84B","-4.12%"
"May 13","12,650.42","12,408.00","12,889.26","12,275.98","3.97B","1.56%"
"Apr 13","12,456.50","12,751.60","12,750.96","11,916.64","3.92B","-2.30%"
"Mar 13","12,749.90","12,798.74","12,904.71","12,622.50","3.72B","-0.56%"
"Feb 13","12,821.83","12,741.18","12,832.71","12,602.54","3.35B","1.08%"
"Jan 13","12,685.24","12,571.76","12,895.28","12,430.41","3.67B","2.02%"
"Dec 12","12,433.53","12,253.70","12,457.33","12,095.45","3.68B","1.59%"
"Nov 12","12,239.36","12,408.53","12,511.46","11,761.34","3.43B","-1.48%"
"Oct 12","12,422.91","12,372.45","12,494.00","12,137.18","3.29B","0.86%"
"Sep 12","12,317.46","11,977.96","12,529.77","11,904.48","3.64B","3.08%"
"Aug 12","11,949.26","11,693.11","12,196.77","11,475.43","3.04B","2.44%"
"Jul 12","11,664.71","11,727.50","11,936.16","11,366.74","3.35B","0.59%"
"Jun 12","11,596.56","11,413.12","11,824.61","11,209.55","4.11B","0.72%"
"May 12","11,513.21","12,325.70","12,364.59","11,256.72","4.22B","-6.34%"
"Apr 12","12,292.69","12,381.48","12,526.55","11,868.97","3.64B","-0.80%"
"Mar 12","12,392.18","12,642.98","12,731.49","12,194.53","4.96B","-1.99%"
"Feb 12","12,644.01","12,510.67","12,788.63","12,291.76","4.12B","1.54%"
"Jan 12","12,452.15","12,097.23","12,615.99","11,955.94","4.23B","4.16%"
"Dec 11","11,955.09","12,174.09","12,268.91","11,468.70","4.20B","-2.04%"
"Nov 11","12,204.11","11,963.21","12,542.58","11,420.78","4.40B","-0.39%"
"Oct 11","12,252.06","11,516.86","12,541.84","10,848.19","4.84B","5.40%"
"Sep 11","11,623.84","12,770.65","12,798.53","11,293.63","5.12B","-8.97%"
"Aug 11","12,768.70","13,010.58","12,996.10","11,617.81","5.57B","-1.37%"
"Jul 11","12,945.63","13,315.42","13,516.17","12,858.39","3.63B","-2.67%"
"Jun 11","13,300.87","13,806.13","13,823.43","12,763.54","4.50B","-3.64%"
"May 11","13,802.88","13,944.79","14,089.10","13,264.80","4.34B","-1.02%"
"Apr 11","13,944.79","14,118.21","14,314.45","13,584.55","4.02B","-1.21%"
"Mar 11","14,116.10","14,167.01","14,329.49","13,237.93","5.29B","-0.14%"
"Feb 11","14,136.50","13,617.70","14,160.70","13,552.27","4.41B","4.31%"
"Jan 11","13,551.99","13,530.35","13,588.47","13,139.50","4.74B","0.81%"
"Dec 10","13,443.22","13,067.03","13,493.64","12,952.88","4.12B","3.79%"
"Nov 10","12,952.88","12,725.90","13,114.05","12,501.82","4.67B","2.18%"
"Oct 10","12,676.24","12,400.11","12,710.19","12,262.69","3.98B","2.49%"
"Sep 10","12,368.65","11,978.29","12,406.36","11,914.23","4.51B","3.82%"
"Aug 10","11,913.86","11,829.32","11,990.76","11,469.25","3.92B","1.71%"
"Jul 10","11,713.43","11,245.26","11,822.68","11,065.53","3.72B","3.71%"
"Jun 10","11,294.42","11,702.20","12,077.01","11,244.03","4.36B","-3.98%"
"May 10","11,762.99","12,273.98","12,294.63","11,179.97","4.72B","-3.67%"
"Apr 10","12,210.70","12,069.91","12,321.76","11,953.95","3.93B","1.44%"
"Mar 10","12,037.73","11,682.78","12,129.26","11,629.63","4.11B","3.51%"
"Feb 10","11,629.63","11,147.49","11,763.31","10,990.41","3.14B","4.83%"
"Jan 10","11,094.31","11,847.34","12,070.20","11,084.27","3.34B","-5.55%"
